id,client_code,name,business_registration_number,owner_name,address,remarks,status,created_at,updated_at
149,"",해맑은신경과의원,356-94-00372,이정주,"경기도 부천시 원미구 길주로 237, 중동메디칼 303호, 305호 (중동)","",active,2025-07-21 06:03:56.284904+00,2025-07-21 06:03:56.284904+00
150,"",카모마일의원,428-64-00118,김동후,"서울특별시 서초구 효령로74길 4, 4층 (서초동, 우담빌딩)","",active,2025-07-21 06:03:56.284904+00,2025-07-21 06:03:56.284904+00
151,"",서울내과의원,204-93-25075,곽경근,"서울특별시 중랑구 공릉로2길 8-4, 2층 203~206호 (묵동, 칼튼테라스)","",active,2025-07-21 06:03:56.284904+00,2025-07-21 06:03:56.284904+00
152,"",이상구내과의원,209-90-78881,이상구,"서울특별시 성북구 길음로9길 50, 상가동 128,129호 (길음동, 정릉길음9단지 래미안아파트)","",active,2025-07-21 06:03:56.284904+00,2025-07-21 06:03:56.284904+00
153,"",한빛내과,128-90-47075,박주일,"서울특별시 용산구 효창원로93길 9, 한빛빌딩 1,3층 (효창동)","",active,2025-07-21 06:03:56.284904+00,2025-07-21 06:03:56.284904+00
154,"",상동정형외과의원,130-91-97935,유청수,"경기도 부천시 원미구 상동로 78, 101호 (상동, 상동 동양 파라곤)","",active,2025-07-21 06:03:56.284904+00,2025-07-21 06:03:56.284904+00
155,"",더바른성모정형외과의원,543-95-00707,배재호,"서울특별시 영등포구 시흥대로 675, 삼성YJ그랜드빌딩 4층 (대림동)","",active,2025-07-21 06:03:56.284904+00,2025-07-21 06:03:56.284904+00
156,"",열린연세소아과의원,117-90-77211,황성욱,"서울특별시 양천구 목동중앙북로 11, 2층 (목동)","",active,2025-07-21 06:03:56.284904+00,2025-07-21 06:03:56.284904+00
157,"",이병진비뇨기과,109-12-86841,이병진,"서울특별시 강서구 화곡로 176, (화곡동)","",active,2025-07-21 06:03:56.284904+00,2025-07-21 06:03:56.284904+00
158,"",박석준성모내과의원,108-92-10302,박석준,"서울특별시 영등포구 시흥대로 675, 2층 (대림동, 삼성YJ그랜드빌딩)","",active,2025-07-21 06:03:56.284904+00,2025-07-21 06:03:56.284904+00
159,"",에스엠씨요양병원,105-96-15456,이성원,"서울특별시 마포구 월드컵북로 165, 지하1층~5층 (성산동, SMC)","",active,2025-07-21 06:03:56.284904+00,2025-07-21 06:03:56.284904+00
160,"",김산내과의원,292-23-00383,김산,"경상남도 사천시 주공로 98, 산메디칼빌딩 (용강동)","",active,2025-07-21 06:03:56.284904+00,2025-07-21 06:03:56.284904+00
161,"",서강의원,152-35-00278,이상훈,"경기도 의정부시 추동로 9, 휴먼시티 3층 302호 (신곡동)","",active,2025-07-21 06:03:56.284904+00,2025-07-21 06:03:56.284904+00
162,"",안산나래요양병원,153-92-01370,조현,"경기도 안산시 단원구 선부광장1로 118, 삼아빌딩 B101, 201, 301, 401, 501호 (선부동)","",active,2025-07-21 06:03:56.284904+00,2025-07-21 06:03:56.284904+00
163,"",연세실버케어의원,118-96-14128,손한별,"경기도 남양주시 진접읍 해밀예당1로 220, 엠타워 608호","",active,2025-07-21 06:03:56.284904+00,2025-07-21 06:03:56.284904+00
164,"",동래봉생병원,263-14-01761,정의화,"부산광역시 동래구 안연로109번길 27, (안락동)","",active,2025-07-21 06:03:56.284904+00,2025-07-21 06:03:56.284904+00
165,"",조한관의원,311-96-02838,조한관,"충청남도 예산군 고덕면 고덕중앙로 45-4, (고덕면)","",active,2025-07-21 06:03:56.284904+00,2025-07-21 06:03:56.284904+00
166,"",이신내과의원,185-97-00975,이진호,"부산광역시 부산진구 중앙대로 808, 금정빌딩 4층,5층 (전포동)","",active,2025-07-21 06:03:56.284904+00,2025-07-21 06:03:56.284904+00
167,"",양내과의원,246-95-01300,양성우,"부산광역시 북구 금곡대로303번길 36, 스페이스303 2층 201호 (화명동)","",active,2025-07-21 06:03:56.284904+00,2025-07-21 06:03:56.284904+00
168,"",비에이치에스한서병원,617-82-05191,윤철수,"부산광역시 수영구 수영로 615, (광안동)","",active,2025-07-21 06:03:56.284904+00,2025-07-21 06:03:56.284904+00
169,"",춘해병원,602-82-00286,홍세희,"부산광역시 부산진구 중앙대로 605, 지상1층~지상9층 (범천동)","",active,2025-07-21 06:03:56.284904+00,2025-07-21 06:03:56.284904+00
170,"",재단법인천주교부산교구유지재단 메리놀병원,602-82-02227,손삼석,"부산광역시 중구 중구로 121, (대청동4가)","",active,2025-07-21 06:03:56.284904+00,2025-07-21 06:03:56.284904+00
171,"",김철우푸른내과의원,311-90-21643,김철우,"충청남도 예산군 예산읍 예산로 247, 247","",active,2025-07-21 06:03:56.284904+00,2025-07-21 06:03:56.284904+00
172,"",덕산의원,412-90-07037,김상철,"충청남도 예산군 덕산면 덕산온천로 433, (덕산면)","",active,2025-07-21 06:03:56.284904+00,2025-07-21 06:03:56.284904+00
173,"",누가의원,134-90-98735,최두영,"경기도 안산시 상록구 각골로 70, (본오동)","",active,2025-07-21 06:03:56.284904+00,2025-07-21 06:03:56.284904+00
174,"",스타트요양병원,222-90-84839,김성겸,"경기도 오산시 청학로 264, W-타워 3-8층 (수청동)","",active,2025-07-21 06:03:56.284904+00,2025-07-21 06:03:56.284904+00
175,"",광명연세내과의원,130-90-41152,원종현,"경기도 광명시 철산로 20, 4층 401호 (철산동, 야우리빌딩)","",active,2025-07-21 06:03:56.284904+00,2025-07-21 06:03:56.284904+00
176,"",삼성송영봉내과의원,436-93-01705,송영봉,"경기도 김포시 김포한강8로 172, 3층 (마산동)","",active,2025-07-21 06:03:56.284904+00,2025-07-21 06:03:56.284904+00
177,"",의료법인백송의료재단 굿모닝병원,125-82-04280,이진수,"경기도 평택시 중앙로 338, (합정동)","",active,2025-07-21 06:03:56.284904+00,2025-07-21 06:03:56.284904+00
178,"",인제대학교 해운대백병원,617-82-08373,백대욱,"부산광역시 해운대구 해운대로 875, (좌동)","",active,2025-07-21 06:03:56.284904+00,2025-07-21 06:03:56.284904+00
179,"",인제대학교부산백병원,605-82-02148,백대욱,"부산광역시 부산진구 복지로 75, 진사로83번길 75, 진사로83번길 81, 1층(일부), 3층 (개금동)","",active,2025-07-21 06:03:56.284904+00,2025-07-21 06:03:56.284904+00
180,"",학교법인동의병원,605-82-04243,김인도,"부산광역시 부산진구 양정로 62, 지상2ㆍ3ㆍ10층 각 일부/ 지하1ㆍ지상1ㆍ지상4~지상8층 전층 (양정동)","",active,2025-07-21 06:03:56.284904+00,2025-07-21 06:03:56.284904+00
181,"",의료법인 은성의료재단 좋은강안병원,617-82-06813,구자성,"부산광역시 수영구 수영로 493, (남천동)","",active,2025-07-21 06:03:56.284904+00,2025-07-21 06:03:56.284904+00
182,"",김용기내과의원,603-91-44085,김용기,"부산광역시 서구 보수대로 7, 2,3,4층 (충무동1가)","",active,2025-07-21 06:03:56.284904+00,2025-07-21 06:03:56.284904+00
183,"",원하트김동수내과의원,596-92-01766,김동수,"부산광역시 부산진구 가야대로 494, 대도빌딩 6층 (개금동)","",active,2025-07-21 06:03:56.284904+00,2025-07-21 06:03:56.284904+00
184,"",부산광역시의료원,607-82-05646,김휘택,"부산광역시 연제구 월드컵대로 359, (거제동, 1동, 5동일부)","",active,2025-07-21 06:03:56.284904+00,2025-07-21 06:03:56.284904+00
185,"",학교법인 고려중앙학원 고려대학교의과대학부속병원(안암병원),209-82-04249,김재호,"서울특별시 성북구 고려대로 73, 고려대병원 (안암동5가)","",active,2025-07-21 06:03:56.284904+00,2025-07-21 06:03:56.284904+00
186,"",삶신경과의원,509-96-03512,배대웅,"경기도 화성시 동탄오산로 82, 401,402호 (오산동)","",active,2025-07-21 06:03:56.284904+00,2025-07-21 06:03:56.284904+00
187,"",고려대학교의과대학부속안산병원,134-82-00522,김재호,"경기도 안산시 단원구 적금로 123, (고잔동)","",active,2025-07-21 06:03:56.284904+00,2025-07-21 06:03:56.284904+00
188,"",참내과의원,132-92-63699,고영선,"경기도 남양주시 화도읍 경춘로 1969-8, 3층, 4층 (송림빌딩)","",active,2025-07-21 06:03:56.284904+00,2025-07-21 06:03:56.284904+00
189,"",국군함평병원,410-83-00097,국군의무사령관,"전라남도 함평군 해보면 신해로 1027, (해보면)","",active,2025-07-21 06:03:56.284904+00,2025-07-21 06:03:56.284904+00
190,"",명지성모병원,118-96-01695,허춘웅,"서울특별시 영등포구 도림로 156, 명지성모병원 (대림동)","",active,2025-07-21 06:03:56.284904+00,2025-07-21 06:03:56.284904+00
191,"",창원파티마병원,608-82-01416,이일경,"경상남도 창원시 의창구 창이대로 45-45, (명서동)","",active,2025-07-21 06:03:56.284904+00,2025-07-21 06:03:56.284904+00
192,"",연세차내과의원,158-95-01361,차민욱,"제주특별자치도 제주시 우평로 338, 4,5층 (외도일동)","",active,2025-07-21 06:03:56.284904+00,2025-07-21 06:03:56.284904+00
193,"",동국대학교일산불교병원,128-82-08418,강환종,"경기도 고양시 일산동구 동국로 27, (식사동, 동국대학교일산병원)","",active,2025-07-21 06:03:56.284904+00,2025-07-21 06:03:56.284904+00
194,"",중앙대학교광명병원,153-82-00538,이현순,"경기도 광명시 덕안로 110, (일직동)","",active,2025-07-21 06:03:56.284904+00,2025-07-21 06:03:56.284904+00
195,"",정내과의원,109-12-89173,정경헌,"서울특별시 강서구 까치산로4길 3, 2층 (화곡동, 화성빌딩)","",active,2025-07-21 06:03:56.284904+00,2025-07-21 06:03:56.284904+00
196,"",이이비인후과,212-90-55939,이우섭,"서울특별시 강동구 양재대로 1325, 둔촌메디컬센타 (성내동)","",active,2025-07-21 06:03:56.284904+00,2025-07-21 06:03:56.284904+00
197,"",스마일소아청소년과의원,573-91-00506,이영섭,"경기도 하남시 미사강변중앙로 220, 505호 (망월동, 우성미사타워)","",active,2025-07-21 06:03:56.284904+00,2025-07-21 06:03:56.284904+00
198,"",서울연합의원한의원,223-07-34999,류현수,"경기도 성남시 중원구 광명로 355, 2층 (금광동)","",active,2025-07-21 06:03:56.284904+00,2025-07-21 06:03:56.284904+00
199,"",새하늘이비인후과의원,210-91-31957,한정욱,"서울특별시 노원구 동일로 1548, (상계동)","",active,2025-07-21 06:03:56.284904+00,2025-07-21 06:03:56.284904+00
200,"",브이아이씨365병원,143-97-00947,신윤혜,"경기도 파주시 책향기로 836, 3,4,5층 (와동동)","",active,2025-07-21 06:03:56.284904+00,2025-07-21 06:03:56.284904+00
201,"",디엠씨성모의원,862-99-01599,연정훈,"서울특별시 은평구 수색로 217, 상가동 1층 130~132,138~141호 (수색동, 디엠씨 자이1단지)","",active,2025-07-21 06:03:56.284904+00,2025-07-21 06:03:56.284904+00
202,"",한양성모의원,132-90-03076,손제문,"경기도 남양주시 진건읍 사릉로 400, 1층, 2층 (노아쇼핑)","",active,2025-07-21 06:03:56.284904+00,2025-07-21 06:03:56.284904+00
203,"",청학의원,847-99-01663,김승혜,"경기도 남양주시 별내면 청학로68번길 13, 2층 (삼화빌딩)","",active,2025-07-21 06:03:56.284904+00,2025-07-21 06:03:56.284904+00
204,"",서울의원,132-90-25240,홍순필,"경기도 남양주시 진접읍 광릉내로 108, (진접읍)","",active,2025-07-21 06:03:56.284904+00,2025-07-21 06:03:56.284904+00
205,"",휴메디병원,822-98-01648,고지운,"경기도 남양주시 진접읍 금강로1521번길 1, 2,3,4층","",active,2025-07-21 06:03:56.284904+00,2025-07-21 06:03:56.284904+00
206,"",세란연합의원,132-96-02176,임창섭,"경기도 남양주시 퇴계원읍 퇴계원로 16, 202호 (세란빌딩)","",active,2025-07-21 06:03:56.284904+00,2025-07-21 06:03:56.284904+00
207,"",21세기연세의원,129-92-66273,전철환,"경기도 성남시 분당구 성남대로 345, 7층 701~703호 (정자동, 정자역프라자)","",active,2025-07-21 06:03:56.284904+00,2025-07-21 06:03:56.284904+00
208,"",현대의원,405-96-02642,최창석,"전북특별자치도 김제시 사정거리3길 6, (요촌동)","",active,2025-07-21 06:03:56.284904+00,2025-07-21 06:03:56.284904+00
209,"",삼성메디칼의원,265-93-00346,이창중,"경기도 김포시 김포한강9로76번길 37, 5층 (구래동, 경서프라자)","",active,2025-07-21 06:03:56.284904+00,2025-07-21 06:03:56.284904+00
210,"",두리이비인후과(포천),127-96-01103,김기섭,"경기도 포천시 중앙로 125, (신읍동)","",active,2025-07-21 06:03:56.284904+00,2025-07-21 06:03:56.284904+00
211,"",두리이비인후과(오창),297-92-01516,국진호,"충청북도 청주시 청원구 오창읍 중심상업로 31-4, 2층 (엔젤오메가빌딩)","",active,2025-07-21 06:03:56.284904+00,2025-07-21 06:03:56.284904+00
212,"",향남두리이비인후과의원,898-94-00783,홍현표,"경기도 화성시 향남읍 상신하길로328번길 20, 301~304,401~403호","",active,2025-07-21 06:03:56.284904+00,2025-07-21 06:03:56.284904+00
213,"",두리이비인후과(청주),301-30-30495,황규성,"충청북도 청주시 서원구 2순환로 1468, 2~4층 (죽림동)","",active,2025-07-21 06:03:56.284904+00,2025-07-21 06:03:56.284904+00
214,"",두리이비인후과(정왕),606-92-01030,정명호,"경기도 시흥시 정왕대로 220, 403,404호 (정왕동)","",active,2025-07-21 06:03:56.284904+00,2025-07-21 06:03:56.284904+00
215,"",두리이비인후과(잠실),122-91-59978,허경회,"서울특별시 송파구 올림픽로37길 130, 파크리오 A동 303호,304호 (신천동)","",active,2025-07-21 06:03:56.284904+00,2025-07-21 06:03:56.284904+00
216,"",두리이비인후과(산본),123-91-81473,문준환,"경기도 군포시 산본천로 43-6, 2층 (산본동, 한숲스포츠센터)","",active,2025-07-21 06:03:56.284904+00,2025-07-21 06:03:56.284904+00
217,"",두리이비인후과(오산),124-92-52245,황수훈,"경기도 오산시 경기대로 155, 신한프라자A 201,202호 (원동)","",active,2025-07-21 06:03:56.284904+00,2025-07-21 06:03:56.284904+00
218,"",두리이비인후과(야탑),283-97-01360,유지훈,"경기도 성남시 중원구 양현로 409, 어반스퀘어 6층 603호 일부604~606호 (여수동)","",active,2025-07-21 06:03:56.284904+00,2025-07-21 06:03:56.284904+00
219,"",레이크봄봄이비인후과의원,825-55-00433,임병우,"경기도 화성시 동탄대로 181, A동 301~303호, 307~309호일부호, 226호 (송동, 동탄린스트라우스더레이크)","",active,2025-07-21 06:03:56.284904+00,2025-07-21 06:03:56.284904+00
220,"",두리이비인후과(천안),312-29-57896,김은석,"충청남도 천안시 서북구 쌍용1길 21, 2,3,4층 (쌍용동)","",active,2025-07-21 06:03:56.284904+00,2025-07-21 06:03:56.284904+00
221,"",바른숨이비인후과,429-22-01764,노민호,"충청북도 청주시 흥덕구 오송읍 오송생명7로 136, 501A,501B,502,503A,503B,504호","",active,2025-07-21 06:03:56.284904+00,2025-07-21 06:03:56.284904+00
222,"",이진희정형외과의원,142-90-49477,이진희,"경기도 용인시 기흥구 흥덕1로 101, (영덕동, 스타프라자 503호)","",active,2025-07-21 06:03:56.284904+00,2025-07-21 06:03:56.284904+00
223,"",유내과의원,508-90-40394,류형국,"경상북도 안동시 단원로 120, 2층 (평화동)","",active,2025-07-21 06:03:56.284904+00,2025-07-21 06:03:56.284904+00
224,"",속편한내과의원(동대문),204-91-61932,김윤배,"서울특별시 동대문구 고산자로 399, 1, 4, 5층 (용두동)","",active,2025-07-21 06:03:56.284904+00,2025-07-21 06:03:56.284904+00
225,"",에이원이비인후과의원,227-96-04152,하륜,"경기도 구리시 경춘로 219, 골든브릿지 8층 801호 (인창동)","",active,2025-07-21 06:03:56.284904+00,2025-07-21 06:03:56.284904+00
226,"",광명속편한내과의원,140-90-77735,신성희,"경기도 광명시 광명로 926, 2~3층 (광명동)","",active,2025-07-21 06:03:56.284904+00,2025-07-21 06:03:56.284904+00
227,"",순천향대학교부속부천병원,130-82-12287,서교일,"경기도 부천시 원미구 조마루로 170, 부흥로 173(1층일부) (중동)","",active,2025-07-21 06:03:56.284904+00,2025-07-21 06:03:56.284904+00
228,"",이명호내과의원,226-90-35816,이명호,"강원특별자치도 강릉시 솔올로5번길 40, 2층 (교동)","",active,2025-07-21 06:03:56.284904+00,2025-07-21 06:03:56.284904+00
229,"",하와유치과의원,128-90-43079,유은경,"경기도 남양주시 미금로 37-6, 202호 (다산동, 연성프라자)","",active,2025-07-21 06:03:56.284904+00,2025-07-21 06:03:56.284904+00
230,"",(의)원천의료재단 중화한방병원,123-82-08164,안대종,"경기도 안양시 만안구 관악대로 10, 중화한방병원 1~2층 (안양동)","",active,2025-07-21 06:03:56.284904+00,2025-07-21 06:03:56.284904+00
231,"",연세키즈소아청소년과의원,204-93-84088,최성열,"서울특별시 동대문구 답십리로 130, (답십리동)","",active,2025-07-21 06:03:56.284904+00,2025-07-21 06:03:56.284904+00
232,"",센텀정형외과의원,181-95-01551,김정철,"인천광역시 남동구 논고개로 121, 에스닷몰 6층 (논현동)","",active,2025-07-21 06:03:56.284904+00,2025-07-21 06:03:56.284904+00
233,"",삼성조은내과의원,123-92-11090,정재홍,"경기도 군포시 금산로 109, 산본두성프라자 201~202호, 301~303호 (산본동)","",active,2025-07-21 06:03:56.284904+00,2025-07-21 06:03:56.284904+00
234,"",삼성DMC정형외과의원,674-91-01604,고천석,"경기도 고양시 덕양구 으뜸로 124, 드림코어 6층 603,604,605,606,607호 (덕은동)","",active,2025-07-21 06:03:56.284904+00,2025-07-21 06:03:56.284904+00
235,"",서울건강내과의원,408-93-08362,최원제,"서울특별시 광진구 자양로15길 51-1, 진덕빌딩 2층 (자양동)","",active,2025-07-21 06:03:56.284904+00,2025-07-21 06:03:56.284904+00
236,"",연세윤내과의원,117-91-42795,윤상진,"서울특별시 양천구 신정중앙로 103, 6층 (신정동, 담우빌딩)","",active,2025-07-21 06:03:56.284904+00,2025-07-21 06:03:56.284904+00
237,"",안산윤내과의원,218-90-19396,윤대웅,"경기도 안산시 단원구 초지동로 35, 2층 (초지동)","",active,2025-07-21 06:03:56.284904+00,2025-07-21 06:03:56.284904+00
238,"",혜화가정의원,208-90-05314,정승호,"서울특별시 종로구 성균관로 34, 혜화가정의원 2층 (명륜1가)","",active,2025-07-21 06:03:56.284904+00,2025-07-21 06:03:56.284904+00
239,"",서내과의원(대구),503-96-08902,서영호,"대구광역시 서구 달구벌대로 1883, (내당동)","",active,2025-07-21 06:03:56.284904+00,2025-07-21 06:03:56.284904+00
240,"",익산제일병원,403-90-79537,유광렬,"전북특별자치도 익산시 평동로 665, (인화동1가)","",active,2025-07-21 06:03:56.284904+00,2025-07-21 06:03:56.284904+00
241,"",이재순내과의원,224-96-01985,이재순,"강원특별자치도 원주시 원일로115번길 1, (일산동)","",active,2025-07-21 06:03:56.284904+00,2025-07-21 06:03:56.284904+00
242,"",밝은가정의원,471-98-02003,조승환,"경기도 시흥시 삼미시장4길 8, 3층 (신천동)","",active,2025-07-21 06:03:56.284904+00,2025-07-21 06:03:56.284904+00
243,"",드림키즈소아청소년과의원,412-93-18118,박상희,"경기도 이천시 중리천로 76, 3층 (중리동, 라온펠리스)","",active,2025-07-21 06:03:56.284904+00,2025-07-21 06:03:56.284904+00
244,"",서울베스트의원(시흥),110-93-73665,김아영,"경기도 시흥시 정왕시장길 52, 정왕시장 202-1,203,204호 (정왕동)","",active,2025-07-21 06:03:56.284904+00,2025-07-21 06:03:56.284904+00
245,"",고려원이비인후과의원,295-93-01759,정광진,"서울특별시 강서구 양천로 72, 4층 (방화동, 해성빌딩)","",active,2025-07-21 06:03:56.284904+00,2025-07-21 06:03:56.284904+00
246,"",의료법인순의료재단효성성모의원,122-82-06445,곽은옥,"인천광역시 계양구 마장로 549, 영진빌딩 4층 401,402호 (효성동)","",active,2025-07-21 06:03:56.284904+00,2025-07-21 06:03:56.284904+00
247,"",365류내과의원,473-99-01818,류태현,"부산광역시 부산진구 중앙대로 907, 5,6층 (양정동)","",active,2025-07-21 06:03:56.284904+00,2025-07-21 06:03:56.284904+00
248,"",서울의원(제주),220-90-88751,한상준,"제주특별자치도 제주시 구좌읍 구좌로 51, 1층","",active,2025-07-21 06:03:56.284904+00,2025-07-21 06:03:56.284904+00
249,"",서울특별시강서구보건소,109-83-03739,기관장,"서울특별시 강서구 공항대로 561, (염창동)","",active,2025-07-21 06:03:56.284904+00,2025-07-21 06:03:56.284904+00
250,"",김현우내과의원,205-90-04714,김현우,"서울특별시 동대문구 전농로 124, 2층 (전농동)","",active,2025-07-21 06:03:56.284904+00,2025-07-21 06:03:56.284904+00
251,"",서울삼성의원,127-92-99327,이진희,"서울특별시 송파구 가락로 214, 2층 201호 (송파동, 창우빌딩)","",active,2025-07-21 06:03:56.284904+00,2025-07-21 06:03:56.284904+00
252,"",성북구보건소,209-83-00027,성북구청장,"서울특별시 성북구 화랑로 63, (하월곡동)","",active,2025-07-21 06:03:56.284904+00,2025-07-21 06:03:56.284904+00
253,"",영등포구보건소,107-83-02092,기관장,"서울특별시 영등포구 당산로 123, (당산동3가, 영등포구청)","",active,2025-07-21 06:03:56.284904+00,2025-07-21 06:03:56.284904+00
254,"",이화웰봄소아청소년과의원,114-94-56554,이경신,"인천광역시 연수구 인천타워대로54번길 13, 해승메디피아 2층 (송도동)","",active,2025-07-21 06:03:56.284904+00,2025-07-21 06:03:56.284904+00
255,"",장덕기내과의원,622-96-01189,장덕기,"경상남도 김해시 진영읍 여래로 21, (진영읍)","",active,2025-07-21 06:03:56.284904+00,2025-07-21 06:03:56.284904+00
256,"",장새로내과의원,796-95-01673,정한욱,"경기도 성남시 중원구 금빛로 43, 401~405호 (금광동)","",active,2025-07-21 06:03:56.284904+00,2025-07-21 06:03:56.284904+00
257,"",장앤전내과이비인후과의원,603-90-08874,장천기,"경기도 성남시 분당구 내정로173번길 1, 5층 (수내동, 우리은행)","",active,2025-07-21 06:03:56.284904+00,2025-07-21 06:03:56.284904+00
258,"",연세준내과의원,870-96-00284,윤영준,"서울특별시 영등포구 도림로48길 4, 4층 401호 (대림동, 대림스타빌딩)","",active,2025-07-21 06:03:56.284904+00,2025-07-21 06:03:56.284904+00
259,"",한길의원,113-15-79879,이경현,"서울특별시 구로구 고척로21나길 18, 2층 (개봉동)","",active,2025-07-21 06:03:56.284904+00,2025-07-21 06:03:56.284904+00
260,"",동산한방병원,750-92-00963,안승열,"전라남도 담양군 담양읍 죽향대로 1203-0, (담양읍)","",active,2025-07-21 06:03:56.284904+00,2025-07-21 06:03:56.284904+00
261,"",구로연세의원,113-96-05129,고종영,"서울특별시 구로구 구로중앙로 16, 2,3층 (구로동)","",active,2025-07-21 06:03:56.284904+00,2025-07-21 06:03:56.284904+00
262,"",서울정형외과의원,625-90-01599,양현석,"인천광역시 서구 염곡로 468, 드림타워 601호,7층,8층 (가정동)","",active,2025-07-21 06:03:56.284904+00,2025-07-21 06:03:56.284904+00
263,"",더블유의원,217-91-46223,윤성언,"서울특별시 도봉구 도봉로 468, 흥일빌딩 3층 301호 (창동)","",active,2025-07-21 06:03:56.284904+00,2025-07-21 06:03:56.284904+00
264,"",부평내과의원,122-96-09584,한기돈,"인천광역시 부평구 부평대로 9, (부평동)","",active,2025-07-21 06:03:56.284904+00,2025-07-21 06:03:56.284904+00
265,"",서울내과의원,127-90-66633,이규춘,"경기도 양주시 회정로 114, (덕정동, 금강프라자 301호)","",active,2025-07-21 06:03:56.284904+00,2025-07-21 06:03:56.284904+00
266,"",강태영내과의원,306-96-05662,강태영,"대전광역시 대덕구 대덕대로 1592, (석봉동)","",active,2025-07-21 06:03:56.284904+00,2025-07-21 06:03:56.284904+00
267,"",사랑의병원,490-90-00636,이은석,"서울특별시 관악구 남부순환로 1860, -1,1,3,4,5층 (봉천동, )","",active,2025-07-21 06:03:56.284904+00,2025-07-21 06:03:56.284904+00
268,"",유운용내과의원,403-90-23940,유운용,"전북특별자치도 김제시 서낭당길 3, (요촌동)","",active,2025-07-21 06:03:56.284904+00,2025-07-21 06:03:56.284904+00
269,"",참조은신내과의원,672-21-00120,신성남,"전북특별자치도 전주시 덕진구 가련산로 5, 2층 202호 (덕진동2가)","",active,2025-07-21 06:03:56.284904+00,2025-07-21 06:03:56.284904+00
270,"",코앤이비인후과의원,834-97-00460,오정현,"대전광역시 유성구 배울1로 128, 용산써밋프라자 Ⅱ, 4층 403,404호 (용산동)","",active,2025-07-21 06:03:56.284904+00,2025-07-21 06:03:56.284904+00
271,"",정형진내과의원,212-94-72635,정형진,"서울특별시 강동구 천호대로 1199, 3층 (길동)","",active,2025-07-21 06:03:56.284904+00,2025-07-21 06:03:56.284904+00
272,"",고운봄신경과의원,611-97-01847,김고운,"경기도 광명시 철산로 36, 양정타워 302호 (철산동)","",active,2025-07-21 06:03:56.284904+00,2025-07-21 06:03:56.284904+00
273,"",별내참사랑의원,619-13-60419,이수현,"경기도 남양주시 별내3로 318, 301호 (별내동, 리츠프라자 Ⅱ)","",active,2025-07-21 06:03:56.284904+00,2025-07-21 06:03:56.284904+00
274,"",유앤지의원,494-21-01854,김동욱,"서울특별시 서대문구 증가로 129, 2층 (남가좌동)","",active,2025-07-21 06:03:56.284904+00,2025-07-21 06:03:56.284904+00
275,"",을지의원,302-90-08419,이계선,"대전광역시 서구 계백로1158번길 114, 2층 (가수원동)","",active,2025-07-21 06:03:56.284904+00,2025-07-21 06:03:56.284904+00
276,"",주내과의원,132-91-43357,주현중,"경기도 남양주시 퇴계원읍 퇴계원로 52, 다모아빌딩 3층 304,305호","",active,2025-07-21 06:03:56.284904+00,2025-07-21 06:03:56.284904+00
277,"",태안군보건의료원,310-83-05282,태안군수,"충청남도 태안군 태안읍 서해로 1952-16, (태안읍)","",active,2025-07-21 06:03:56.284904+00,2025-07-21 06:03:56.284904+00
278,"",태안군보건의료원,347-70-70020,태안군수,"충청남도 태안군 태안읍 서해로 1952-16, (태안읍)","",active,2025-07-21 06:03:56.284904+00,2025-07-21 06:03:56.284904+00
279,"",영양군보건소,508-83-02387,영양군수,"경상북도 영양군 영양읍 동서대로 82, (영양읍)","",active,2025-07-21 06:03:56.284904+00,2025-07-21 06:03:56.284904+00
280,"",의료법인명성의료재단영양병원,508-82-03808,이필산,"경상북도 영양군 영양읍 동서대로 75, (영양읍)","",active,2025-07-21 06:03:56.284904+00,2025-07-21 06:03:56.284904+00
281,"",의료법인승도의료재단메트로요양병원,608-82-16170,손혁준,"경상남도 창원시 마산회원구 3·15대로 597, (석전동)","",active,2025-07-21 06:03:56.284904+00,2025-07-21 06:03:56.284904+00
282,"",메디플러스의원,629-72-00434,최민규,"경기도 파주시 문산읍 문향로 93, 4층","",active,2025-07-21 06:03:56.284904+00,2025-07-21 06:03:56.284904+00
283,"",바른병원,126-90-67435,채영호,"경기도 이천시 경충대로 2543, 바른병원 (진리동)","",active,2025-07-21 06:03:56.284904+00,2025-07-21 06:03:56.284904+00
284,"",아산소리이비인후과의원,789-52-00761,손현기,"경기도 평택시 지제동삭2로 181-24, 201호 일부, 203호, 204호 (동삭동)","",active,2025-07-21 06:03:56.284904+00,2025-07-21 06:03:56.284904+00
285,"",삼성탑가정의학과의원,602-94-05377,경문배,"서울특별시 양천구 목동동로8길 23, 메리트윈 3층 301호 (신정동)","",active,2025-07-21 06:03:56.284904+00,2025-07-21 06:03:56.284904+00
286,"",이민규내과의원,747-93-00421,이민규,"서울특별시 송파구 새말로 125, 4층 403호 (문정동, 어은회관)","",active,2025-07-21 06:03:56.284904+00,2025-07-21 06:03:56.284904+00
287,"",서울삼성내과의원(동대문),892-91-01575,정호중,"서울특별시 동대문구 사가정로 80, 답십리 뉴타운 카운티 에비뉴 4층 (답십리동)","",active,2025-07-21 06:03:56.284904+00,2025-07-21 06:03:56.284904+00
288,"",미래셀의원,117-98-71964,장용준,"서울특별시 영등포구 양평로 133, 5,6,9층 (양평동5가)","",active,2025-07-21 06:03:56.284904+00,2025-07-21 06:03:56.284904+00
